Date,State,Housing Inventory,Construction Costs,Land Availability,Interest Rates,Economic Conditions,Population Growth,Consumer Confidence,Demographic Trends,Location & Amenities,House Price ($),House Area (sqft)
2011-12-18,Colorado,104793,185501,Limited,4.61,Weak,0.72,Moderate,Aging Population,"Suburban, Transport",685105,1960
2011-12-19,Alaska,192372,158647,Abundant,4.04,Weak,0.7,High,Aging Population,"Suburban, Transport",516084,3601
2011-12-20,Virginia,158330,130378,Abundant,3.01,Weak,0.57,Low,Millennial Buyers,"Urban, Good Schools",252624,3642
2011-12-21,Delaware,169743,172312,Abundant,5.48,Moderate,1.83,High,Millennial Buyers,"Suburban, Transport",758637,3230
2011-12-22,Maine,107068,117391,Limited,5.19,Moderate,1.72,High,Aging Population,"Suburban, Transport",761764,2936
2011-12-23,Mississippi,106022,147997,Abundant,5.76,Weak,1.13,Moderate,Aging Population,"Urban, Good Schools",293085,2805
2011-12-24,Mississippi,199521,106033,Abundant,4.73,Moderate,1.75,High,Millennial Buyers,"Urban, Good Schools",704700,3183
2011-12-25,Alaska,134961,110301,Limited,5.89,Strong,1.76,High,Aging Population,"Suburban, Transport",176099,3800
2011-12-26,Nebraska,199419,186167,Abundant,3.01,Strong,0.86,Low,Millennial Buyers,"Urban, Good Schools",407399,2256
2011-12-27,Arkansas,62368,117219,Limited,5.56,Strong,1.4,Moderate,Millennial Buyers,"Urban, Good Schools",589351,1110
2011-12-28,Idaho,106358,127003,Abundant,3.07,Moderate,1.02,High,Millennial Buyers,"Urban, Good Schools",237184,1299
2011-12-29,Connecticut,134732,176915,Abundant,4.95,Moderate,0.86,High,Aging Population,"Urban, Good Schools",420034,1109
2011-12-30,Delaware,117649,198179,Limited,4.53,Weak,1.97,Moderate,Millennial Buyers,"Suburban, Transport",659892,1231
2011-12-31,Utah,118700,148377,Abundant,5.24,Strong,1.68,Low,Aging Population,"Urban, Good Schools",693322,3814
2012-01-01,South Dakota,178912,150808,Limited,4.44,Weak,1.2,Moderate,Millennial Buyers,"Suburban, Transport",696241,2640
2012-01-02,Massachusetts,92500,155531,Abundant,3.61,Strong,1.64,Moderate,Aging Population,"Suburban, Transport",284422,1828
2012-01-03,Oregon,199958,106888,Abundant,5.26,Moderate,1.57,Low,Millennial Buyers,"Suburban, Transport",196780,1935
2012-01-04,Georgia,99881,157124,Limited,4.67,Weak,1.91,Low,Aging Population,"Urban, Good Schools",553679,2226
2012-01-05,North Dakota,94649,161684,Abundant,4.29,Strong,1.61,Moderate,Millennial Buyers,"Suburban, Transport",267865,3234
2012-01-06,Wyoming,98136,184492,Limited,4.47,Strong,1.35,Moderate,Millennial Buyers,"Urban, Good Schools",307469,1529
2012-01-07,West Virginia,75882,127180,Limited,5.61,Weak,0.92,High,Aging Population,"Urban, Good Schools",712631,2002
2012-01-08,California,103330,187895,Abundant,5.65,Moderate,1.52,Moderate,Millennial Buyers,"Urban, Good Schools",1602758,1587
2012-01-09,Washington,111667,103926,Limited,4.39,Moderate,1.56,Low,Aging Population,"Suburban, Transport",366508,3133
2012-01-10,Alabama,78303,199354,Limited,4.16,Weak,1.44,Low,Aging Population,"Suburban, Transport",257886,2717
2012-01-11,Colorado,126499,119126,Limited,4.78,Moderate,1.22,High,Aging Population,"Urban, Good Schools",679557,3627
2012-01-12,Arizona,52330,132728,Abundant,4.23,Strong,1.9,High,Millennial Buyers,"Urban, Good Schools",717379,1873
2012-01-13,Vermont,133826,114443,Abundant,5.02,Strong,0.74,Moderate,Millennial Buyers,"Suburban, Transport",786708,1455
2012-01-14,Massachusetts,147717,103924,Abundant,3.29,Strong,1.74,High,Millennial Buyers,"Suburban, Transport",663311,1067
2012-01-15,North Carolina,140952,110126,Limited,5.17,Moderate,1.03,High,Millennial Buyers,"Urban, Good Schools",347008,3535
2012-01-16,Illinois,119947,127356,Abundant,5.76,Weak,1.69,High,Millennial Buyers,"Suburban, Transport",319167,3666
2012-01-17,New York,66161,119173,Abundant,3.05,Moderate,1.93,Moderate,Millennial Buyers,"Suburban, Transport",661465,3631
2012-01-18,Connecticut,192550,188174,Abundant,5.96,Strong,0.9,High,Aging Population,"Suburban, Transport",403493,3055
2012-01-19,West Virginia,165651,122440,Abundant,5.81,Weak,0.73,High,Millennial Buyers,"Urban, Good Schools",786805,1176
2012-01-20,Wisconsin,108276,167014,Limited,5.62,Weak,0.55,Low,Aging Population,"Urban, Good Schools",524855,3047
2012-01-21,Oregon,118648,105203,Abundant,3.46,Moderate,1.23,High,Aging Population,"Urban, Good Schools",616362,3176
2012-01-22,Nevada,157614,165604,Limited,3.56,Moderate,1.43,High,Millennial Buyers,"Suburban, Transport",219316,2334
2012-01-23,Washington,71924,128500,Limited,4.22,Moderate,1.36,Moderate,Millennial Buyers,"Suburban, Transport",489926,2999
2012-01-24,Arizona,185369,193432,Limited,3.34,Weak,1.0,Moderate,Aging Population,"Urban, Good Schools",640992,2203
2012-01-25,Kansas,72087,110132,Limited,4.1,Strong,1.68,Low,Aging Population,"Suburban, Transport",363021,2088
2012-01-26,Oregon,94685,103002,Limited,3.97,Weak,1.3,High,Millennial Buyers,"Urban, Good Schools",563805,3173
2012-01-27,Oklahoma,63247,143067,Abundant,3.98,Weak,0.66,Moderate,Aging Population,"Suburban, Transport",336671,3361
2012-01-28,Minnesota,60098,177182,Limited,4.22,Weak,0.98,High,Aging Population,"Suburban, Transport",698125,3327
2012-01-29,Mississippi,183782,105299,Abundant,4.43,Strong,0.77,Low,Aging Population,"Suburban, Transport",548166,1218
2012-01-30,Vermont,162350,164152,Abundant,3.63,Weak,0.5,Moderate,Millennial Buyers,"Suburban, Transport",355893,2887
2012-01-31,Maryland,166573,182779,Abundant,4.34,Moderate,0.59,High,Aging Population,"Suburban, Transport",422180,2566
2012-02-01,Arizona,192468,154075,Abundant,3.46,Weak,1.89,Low,Millennial Buyers,"Suburban, Transport",599190,3714
2012-02-02,New York,115722,182157,Abundant,4.13,Weak,1.63,High,Millennial Buyers,"Urban, Good Schools",980585,2337
2012-02-03,New Mexico,65168,108305,Limited,3.21,Moderate,1.47,Low,Aging Population,"Urban, Good Schools",621773,3393
2012-02-04,New Mexico,98715,161219,Limited,4.93,Strong,1.29,High,Millennial Buyers,"Suburban, Transport",342808,2862
2012-02-05,Mississippi,63097,160887,Limited,4.61,Strong,1.41,Moderate,Millennial Buyers,"Suburban, Transport",637072,1800
2012-02-06,Maine,177967,153697,Abundant,4.11,Weak,1.83,High,Aging Population,"Urban, Good Schools",526341,2540
2012-02-07,Louisiana,107358,113692,Abundant,3.73,Weak,0.52,Low,Aging Population,"Suburban, Transport",460090,3728
2012-02-08,Illinois,115167,179128,Limited,5.92,Moderate,0.71,Low,Aging Population,"Urban, Good Schools",735597,1075
2012-02-09,Indiana,102177,149030,Abundant,5.96,Strong,1.5,Moderate,Millennial Buyers,"Urban, Good Schools",362014,3399
2012-02-10,Rhode Island,146778,110050,Limited,5.88,Strong,0.89,High,Millennial Buyers,"Urban, Good Schools",510366,2741
2012-02-11,Florida,129336,117813,Limited,4.24,Moderate,1.9,Low,Aging Population,"Urban, Good Schools",368564,2564
2012-02-12,Virginia,97712,140510,Abundant,4.99,Strong,1.94,Low,Aging Population,"Urban, Good Schools",152980,2676
2012-02-13,Montana,93242,174215,Abundant,4.88,Weak,1.2,Moderate,Aging Population,"Suburban, Transport",774161,3166
2012-02-14,New York,155611,103024,Limited,5.42,Strong,1.63,Moderate,Millennial Buyers,"Suburban, Transport",940557,2797
2012-02-15,Utah,172315,137863,Limited,5.9,Strong,1.88,Moderate,Aging Population,"Urban, Good Schools",324011,1005
2012-02-16,Kentucky,146819,175395,Abundant,4.67,Weak,0.51,Moderate,Millennial Buyers,"Suburban, Transport",445105,2803
2012-02-17,Alabama,60836,173779,Limited,5.1,Moderate,1.36,Moderate,Aging Population,"Urban, Good Schools",465958,2122
2012-02-18,Tennessee,161616,180489,Limited,4.43,Weak,1.06,High,Aging Population,"Suburban, Transport",479688,2657
2012-02-19,South Dakota,64895,131674,Abundant,4.13,Strong,0.94,High,Aging Population,"Urban, Good Schools",157713,1692
2012-02-20,Kansas,82012,178898,Limited,4.25,Moderate,0.81,High,Millennial Buyers,"Urban, Good Schools",482871,1488
2012-02-21,Pennsylvania,174039,195103,Abundant,4.63,Strong,1.24,High,Aging Population,"Urban, Good Schools",290883,1895
2012-02-22,Maine,138390,111518,Limited,5.56,Moderate,1.82,High,Millennial Buyers,"Urban, Good Schools",361390,1858
2012-02-23,Oregon,79114,131847,Limited,3.0,Moderate,1.9,Moderate,Aging Population,"Urban, Good Schools",732281,3439
2012-02-24,Washington,70189,133892,Limited,5.02,Moderate,1.19,Low,Aging Population,"Urban, Good Schools",537867,3566
2012-02-25,Vermont,53547,190187,Abundant,3.9,Strong,0.83,High,Aging Population,"Urban, Good Schools",392966,1481
2012-02-26,Illinois,105136,172285,Limited,3.28,Strong,1.74,High,Millennial Buyers,"Suburban, Transport",245184,2382
2012-02-27,Minnesota,112180,197796,Limited,4.5,Strong,1.17,Moderate,Millennial Buyers,"Urban, Good Schools",633846,3958
2012-02-28,New Jersey,57035,154497,Limited,5.66,Weak,1.51,Low,Aging Population,"Urban, Good Schools",436459,1463
2012-02-29,Missouri,87903,119002,Limited,3.23,Strong,0.51,Low,Millennial Buyers,"Suburban, Transport",717571,3053
2012-03-01,Wisconsin,134278,133228,Abundant,4.72,Weak,1.02,Moderate,Aging Population,"Suburban, Transport",464217,2865
2012-03-02,Vermont,108848,145585,Limited,4.27,Strong,0.56,Moderate,Millennial Buyers,"Suburban, Transport",767224,1182
2012-03-03,Texas,116251,158807,Abundant,5.6,Strong,0.67,Low,Millennial Buyers,"Suburban, Transport",173464,3502
2012-03-04,Mississippi,123465,133776,Abundant,5.91,Moderate,1.46,Moderate,Aging Population,"Urban, Good Schools",311062,2656
2012-03-05,South Carolina,199836,161774,Limited,3.29,Strong,1.54,Moderate,Aging Population,"Urban, Good Schools",591509,1883
2012-03-06,Nevada,199452,157623,Limited,5.2,Strong,1.76,Low,Aging Population,"Suburban, Transport",575162,2771
2012-03-07,Wyoming,139348,194434,Abundant,3.77,Weak,1.13,Low,Millennial Buyers,"Suburban, Transport",182530,2084
2012-03-08,Delaware,101397,135715,Abundant,5.71,Weak,0.53,Moderate,Millennial Buyers,"Urban, Good Schools",594979,2192
2012-03-09,Nevada,180631,196787,Limited,5.9,Strong,1.51,Low,Millennial Buyers,"Urban, Good Schools",263207,2196
2012-03-10,Alabama,65881,112001,Abundant,4.75,Moderate,0.86,High,Millennial Buyers,"Suburban, Transport",161654,2392
2012-03-11,South Dakota,184836,189254,Limited,5.03,Moderate,0.69,High,Aging Population,"Suburban, Transport",702893,2997
2012-03-12,Arkansas,144824,154294,Abundant,5.38,Strong,0.69,Moderate,Millennial Buyers,"Suburban, Transport",204909,2668
2012-03-13,Nevada,64759,133264,Limited,3.65,Weak,0.51,High,Millennial Buyers,"Urban, Good Schools",701059,3258
2012-03-14,Indiana,147394,185486,Abundant,5.99,Weak,1.67,High,Millennial Buyers,"Suburban, Transport",262862,2583
2012-03-15,Texas,76577,166969,Abundant,5.38,Moderate,0.51,Low,Aging Population,"Suburban, Transport",265622,2897
2012-03-16,Hawaii,193014,141549,Limited,3.31,Strong,1.03,High,Aging Population,"Urban, Good Schools",463277,2670
2012-03-17,Colorado,68679,159866,Abundant,5.26,Strong,2.0,High,Aging Population,"Suburban, Transport",645123,3616
2012-03-18,Florida,68656,199912,Limited,4.34,Weak,1.37,High,Millennial Buyers,"Suburban, Transport",692702,2963
2012-03-19,Louisiana,132674,198175,Abundant,4.21,Moderate,1.6,Low,Aging Population,"Urban, Good Schools",282407,3187
2012-03-20,West Virginia,80552,161222,Limited,5.13,Weak,1.72,Moderate,Aging Population,"Suburban, Transport",539987,1261
2012-03-21,Kentucky,60025,187906,Abundant,5.94,Moderate,0.93,High,Aging Population,"Urban, Good Schools",232422,2188
2012-03-22,Colorado,97715,109153,Abundant,4.05,Strong,1.63,Low,Millennial Buyers,"Suburban, Transport",756030,2340
2012-03-23,Mississippi,63310,187204,Limited,4.47,Moderate,1.44,Low,Aging Population,"Suburban, Transport",758402,3833
2012-03-24,New Hampshire,166432,170942,Limited,4.63,Strong,1.28,Low,Millennial Buyers,"Suburban, Transport",394076,2535
2012-03-25,Arkansas,104477,194305,Limited,3.86,Strong,1.01,High,Millennial Buyers,"Urban, Good Schools",338198,2197
2012-03-26,Alaska,98441,119604,Limited,3.65,Moderate,1.96,High,Millennial Buyers,"Suburban, Transport",622782,3387
2012-03-27,Indiana,121167,144602,Limited,3.95,Strong,0.52,Low,Millennial Buyers,"Urban, Good Schools",553114,2463
2012-03-28,New Jersey,185257,176289,Abundant,5.99,Strong,0.62,Moderate,Aging Population,"Urban, Good Schools",546218,1291
2012-03-29,Missouri,118350,198722,Limited,5.59,Strong,1.89,High,Millennial Buyers,"Urban, Good Schools",280736,1948
2012-03-30,Georgia,79615,178998,Abundant,4.54,Moderate,1.99,Moderate,Millennial Buyers,"Suburban, Transport",325159,1974
2012-03-31,Louisiana,171847,189364,Limited,4.75,Weak,0.82,Low,Aging Population,"Suburban, Transport",232728,1925
2012-04-01,Iowa,112803,191030,Abundant,4.51,Weak,1.38,Low,Aging Population,"Suburban, Transport",571977,3176
2012-04-02,New Jersey,56808,148706,Abundant,5.13,Weak,0.85,High,Aging Population,"Suburban, Transport",717222,3391
2012-04-03,Louisiana,122888,135821,Abundant,5.56,Weak,1.15,High,Millennial Buyers,"Suburban, Transport",472255,1517
2012-04-04,Wisconsin,107289,171187,Limited,3.59,Weak,1.3,Low,Aging Population,"Suburban, Transport",350692,3014
2012-04-05,Georgia,113880,133225,Abundant,4.5,Moderate,1.91,Low,Millennial Buyers,"Urban, Good Schools",740500,1717
2012-04-06,Kentucky,135135,189668,Limited,5.85,Moderate,1.02,Moderate,Millennial Buyers,"Suburban, Transport",170323,1615
2012-04-07,Georgia,180315,169250,Limited,4.17,Weak,1.95,High,Aging Population,"Urban, Good Schools",450287,2765
2012-04-08,North Carolina,109139,186788,Limited,5.56,Strong,1.64,Moderate,Aging Population,"Urban, Good Schools",331434,1407
2012-04-09,Illinois,176637,143311,Abundant,4.18,Moderate,0.51,Low,Aging Population,"Urban, Good Schools",539968,1241
2012-04-10,Maine,69019,181578,Limited,4.23,Moderate,1.99,High,Millennial Buyers,"Suburban, Transport",350409,2038
2012-04-11,New Hampshire,67693,178911,Limited,4.05,Moderate,1.85,Moderate,Millennial Buyers,"Urban, Good Schools",747376,2273
2012-04-12,Washington,57482,151886,Abundant,5.38,Moderate,0.75,High,Millennial Buyers,"Suburban, Transport",730086,1082
2012-04-13,Illinois,56161,192486,Abundant,4.97,Strong,1.2,Moderate,Millennial Buyers,"Suburban, Transport",775754,1426
2012-04-14,Nevada,55148,160181,Abundant,4.6,Moderate,1.74,Moderate,Millennial Buyers,"Urban, Good Schools",240813,1214
2012-04-15,Washington,88247,135332,Limited,5.8,Weak,1.48,Moderate,Aging Population,"Suburban, Transport",184024,3379
2012-04-16,Tennessee,197186,105842,Abundant,4.54,Strong,1.88,Low,Aging Population,"Suburban, Transport",276407,1610
2012-04-17,Kentucky,187619,106378,Limited,5.02,Strong,1.22,High,Aging Population,"Suburban, Transport",296764,3204
2012-04-18,Delaware,53241,143675,Abundant,4.36,Weak,0.74,Low,Aging Population,"Suburban, Transport",788957,1496
2012-04-19,North Carolina,154489,160041,Limited,5.93,Weak,1.0,Low,Aging Population,"Suburban, Transport",263701,1537
2012-04-20,California,109841,116739,Abundant,4.46,Strong,1.64,Low,Aging Population,"Urban, Good Schools",1930049,1697
2012-04-21,Indiana,128048,165617,Limited,5.79,Moderate,1.47,Moderate,Millennial Buyers,"Urban, Good Schools",738382,1590
2012-04-22,North Dakota,171208,109516,Abundant,3.55,Strong,1.92,Moderate,Aging Population,"Urban, Good Schools",166470,1517
2012-04-23,Louisiana,125348,125667,Limited,4.04,Strong,1.97,Moderate,Millennial Buyers,"Urban, Good Schools",603283,3224
2012-04-24,North Dakota,134763,166974,Limited,5.89,Weak,0.76,Moderate,Millennial Buyers,"Urban, Good Schools",424329,2090
2012-04-25,Pennsylvania,100026,111908,Limited,4.99,Strong,1.28,High,Aging Population,"Suburban, Transport",529862,3063
2012-04-26,Maine,147079,162509,Abundant,4.41,Strong,1.34,Moderate,Millennial Buyers,"Urban, Good Schools",564366,3047
2012-04-27,Massachusetts,123291,121028,Limited,3.46,Strong,1.64,Low,Aging Population,"Suburban, Transport",621044,3506
2012-04-28,Georgia,172979,173658,Limited,5.43,Strong,0.77,Low,Millennial Buyers,"Suburban, Transport",529067,2938
2012-04-29,Oregon,83435,122817,Abundant,4.23,Weak,1.07,Low,Aging Population,"Urban, Good Schools",227503,3400
2012-04-30,Illinois,97639,163226,Abundant,4.53,Weak,1.72,Moderate,Aging Population,"Urban, Good Schools",345226,2949
2012-05-01,Florida,71090,123588,Abundant,3.69,Moderate,0.61,High,Aging Population,"Suburban, Transport",392600,2256
2012-05-02,Montana,77810,160089,Limited,3.59,Strong,0.93,Moderate,Aging Population,"Urban, Good Schools",319188,1711
2012-05-03,Wisconsin,106081,147596,Abundant,4.63,Moderate,1.07,Moderate,Aging Population,"Suburban, Transport",425574,2510
2012-05-04,Connecticut,171364,148356,Abundant,3.14,Strong,1.49,Moderate,Aging Population,"Suburban, Transport",616810,2506
2012-05-05,South Dakota,153242,119624,Limited,4.3,Strong,1.59,Low,Aging Population,"Suburban, Transport",280668,1864
2012-05-06,Oregon,194343,179187,Limited,5.69,Weak,1.78,High,Aging Population,"Urban, Good Schools",755723,2484
2012-05-07,Delaware,166635,127560,Abundant,5.39,Moderate,1.28,High,Millennial Buyers,"Suburban, Transport",290456,3767
2012-05-08,Nevada,66723,165670,Abundant,3.14,Moderate,1.76,Moderate,Aging Population,"Urban, Good Schools",297366,2099
2012-05-09,New Mexico,129730,121176,Abundant,3.73,Strong,1.22,Moderate,Aging Population,"Suburban, Transport",244089,3156
2012-05-10,New York,166822,157142,Limited,3.42,Weak,1.97,Low,Aging Population,"Suburban, Transport",716331,1311
2012-05-11,Ohio,118572,117415,Limited,3.38,Moderate,0.85,High,Aging Population,"Urban, Good Schools",530606,1946
2012-05-12,South Dakota,157656,199888,Abundant,4.51,Weak,1.31,High,Millennial Buyers,"Suburban, Transport",237674,3226
2012-05-13,Michigan,128107,126936,Abundant,3.09,Strong,1.08,High,Aging Population,"Suburban, Transport",799702,1845
2012-05-14,Delaware,92477,170486,Limited,3.29,Moderate,1.51,Moderate,Aging Population,"Urban, Good Schools",680953,2039
2012-05-15,South Dakota,113258,161696,Limited,4.45,Strong,1.44,Moderate,Aging Population,"Urban, Good Schools",699180,1509
2012-05-16,Minnesota,96104,112352,Abundant,4.33,Strong,0.61,Moderate,Aging Population,"Urban, Good Schools",231886,1789
2012-05-17,Pennsylvania,78630,175112,Limited,4.92,Weak,1.57,Low,Aging Population,"Urban, Good Schools",681809,1479
2012-05-18,Washington,101207,135575,Limited,4.84,Strong,0.75,Low,Millennial Buyers,"Urban, Good Schools",313528,3087
2012-05-19,Rhode Island,194415,198851,Abundant,3.54,Strong,0.76,Moderate,Aging Population,"Suburban, Transport",249707,2272
2012-05-20,Rhode Island,168690,134706,Limited,5.86,Moderate,1.49,High,Aging Population,"Suburban, Transport",340298,2106
2012-05-21,North Dakota,69139,149935,Limited,3.47,Moderate,1.76,High,Aging Population,"Suburban, Transport",170637,3912
2012-05-22,Rhode Island,70937,156923,Limited,4.46,Strong,1.94,High,Millennial Buyers,"Suburban, Transport",733264,2855
2012-05-23,Oregon,81264,146342,Limited,4.36,Weak,1.53,Low,Aging Population,"Urban, Good Schools",576133,1193
2012-05-24,Vermont,194866,137699,Limited,4.18,Strong,1.57,Low,Millennial Buyers,"Suburban, Transport",782418,2002
2012-05-25,Louisiana,81082,120375,Limited,3.96,Strong,0.85,High,Millennial Buyers,"Urban, Good Schools",250997,2641
2012-05-26,Iowa,82627,182503,Abundant,5.0,Weak,0.84,High,Aging Population,"Urban, Good Schools",212361,2283
2012-05-27,Pennsylvania,174508,176257,Limited,3.39,Strong,1.64,Low,Millennial Buyers,"Suburban, Transport",260572,2728
2012-05-28,Florida,53058,197340,Limited,4.49,Strong,1.62,Moderate,Millennial Buyers,"Suburban, Transport",512788,1137
