Date,State,Housing_Inventory,Construction_Costs,Land_Availability,Interest_Rates,Economic_Conditions,Population_Growth,Consumer_Confidence,Demographic_Trends,House_Price_($),House_Area_(sqft),Location,Amenities
2020-10-21,Montana,99759,142516,Limited,5.67,Strong,1.99,Moderate,Aging Population,294909,1545,Suburban,Transport
2013-08-29,New Mexico,164749,125491,Abundant,4.58,Moderate,1.51,High,Aging Population,549192,3831,Urban,Good Schools
2015-12-30,Rhode Island,156353,135619,Limited,3.78,Strong,0.91,High,Aging Population,285810,1663,Suburban,Transport
2022-07-31,Kentucky,112356,138386,Limited,4.35,Strong,1.91,Moderate,Millennial Buyers,160747,3080,Urban,Good Schools
2016-05-08,North Dakota,169179,142425,Limited,5.98,Weak,1.94,High,Aging Population,771726,2316,Suburban,Transport
2022-11-19,Virginia,53406,158160,Limited,5.67,Strong,1.57,High,Aging Population,499063,3198,Suburban,Transport
2020-02-28,Nevada,151911,132099,Abundant,3.35,Weak,1.45,Moderate,Aging Population,181647,2511,Urban,Good Schools
2023-04-11,Connecticut,51972,149952,Limited,3.56,Strong,0.59,Moderate,Aging Population,428531,2662,Urban,Good Schools
2013-03-17,Tennessee,75798,101031,Abundant,3.63,Weak,0.57,High,Aging Population,684583,1061,Urban,Good Schools
2021-11-04,Wyoming,183281,196300,Limited,5.47,Moderate,1.94,Low,Millennial Buyers,670789,1843,Suburban,Transport
2017-05-18,Nevada,81795,139062,Abundant,4.19,Moderate,1.23,Moderate,Millennial Buyers,284448,2073,Urban,Good Schools
2013-11-23,South Carolina,123321,123327,Limited,5.22,Weak,0.63,High,Millennial Buyers,627244,1273,Suburban,Transport
2016-05-30,Arkansas,147920,183871,Limited,4.33,Strong,1.46,High,Millennial Buyers,627745,3438,Suburban,Transport
2017-04-05,Illinois,124963,177906,Abundant,3.08,Strong,0.75,Low,Aging Population,296469,1381,Urban,Good Schools
2021-05-18,Arizona,95940,116517,Abundant,3.27,Strong,0.83,Low,Millennial Buyers,778731,1935,Urban,Good Schools
2014-01-04,Utah,196583,105336,Limited,4.2,Strong,1.74,High,Aging Population,644857,1826,Urban,Good Schools
2012-05-24,Nevada,72889,126723,Limited,5.45,Moderate,1.95,High,Millennial Buyers,739862,3551,Urban,Good Schools
2019-02-22,New Hampshire,92669,180179,Abundant,5.74,Strong,1.71,Moderate,Aging Population,202878,3303,Suburban,Transport
2021-11-19,Washington,185370,133165,Abundant,5.04,Strong,1.32,High,Millennial Buyers,543067,1261,Suburban,Transport
2013-06-05,Oregon,169230,101183,Limited,3.32,Strong,1.61,Moderate,Millennial Buyers,379625,3106,Suburban,Transport
2016-06-06,New York,144562,111302,Limited,5.67,Strong,1.0,Low,Millennial Buyers,1499643,1520,Suburban,Transport
2012-04-20,Missouri,183175,109784,Limited,5.22,Strong,1.18,High,Millennial Buyers,429187,2741,Urban,Good Schools
2022-07-05,Kansas,100997,198790,Abundant,4.94,Moderate,1.74,High,Aging Population,260440,1676,Suburban,Transport
2011-08-05,Maryland,152820,188560,Abundant,5.8,Moderate,1.06,High,Aging Population,598059,3714,Urban,Good Schools
2010-07-24,New Hampshire,100498,190682,Abundant,4.88,Strong,1.32,Low,Millennial Buyers,431649,2250,Suburban,Transport
2014-06-30,Wisconsin,178396,173621,Abundant,4.8,Strong,0.65,Moderate,Aging Population,717465,3238,Urban,Good Schools
2015-07-08,Colorado,58951,119446,Abundant,5.75,Weak,1.08,High,Aging Population,353037,2230,Suburban,Transport
2012-06-24,Minnesota,168743,119694,Limited,3.78,Strong,1.51,High,Aging Population,412551,1155,Urban,Good Schools
2011-09-24,Alabama,123282,184385,Abundant,5.37,Weak,1.49,Low,Aging Population,434809,3789,Urban,Good Schools
2019-03-19,North Dakota,99166,110213,Abundant,5.6,Moderate,1.86,Low,Aging Population,260853,2671,Urban,Good Schools
2015-05-29,Wisconsin,142605,136767,Abundant,4.84,Moderate,1.7,Low,Millennial Buyers,291280,1922,Suburban,Transport
2010-06-12,New Hampshire,140056,113942,Limited,3.91,Weak,1.81,Moderate,Millennial Buyers,747508,2183,Suburban,Transport
2018-09-08,Montana,116097,160654,Abundant,5.78,Moderate,0.59,Low,Aging Population,593967,3922,Urban,Good Schools
2019-11-22,Rhode Island,55661,125931,Limited,4.14,Strong,0.54,Moderate,Millennial Buyers,796650,2050,Urban,Good Schools
2022-10-20,South Carolina,55743,195364,Limited,5.25,Strong,0.97,Moderate,Aging Population,309501,2108,Urban,Good Schools
2011-09-10,Nevada,148114,192808,Abundant,3.35,Strong,1.28,Low,Millennial Buyers,305386,1597,Suburban,Transport
2021-02-20,New Hampshire,77059,157168,Abundant,4.69,Moderate,1.05,Moderate,Aging Population,346354,1015,Suburban,Transport
2013-12-02,Colorado,66468,107879,Limited,3.81,Moderate,1.23,High,Millennial Buyers,293466,2899,Urban,Good Schools
2011-07-02,Kentucky,136819,120690,Limited,3.47,Strong,1.49,Moderate,Millennial Buyers,493999,2537,Suburban,Transport
2019-02-17,California,99085,190083,Abundant,3.62,Strong,1.24,Low,Millennial Buyers,1086828,3784,Urban,Good Schools
2022-06-13,South Carolina,117062,111251,Limited,3.31,Moderate,0.76,Low,Millennial Buyers,266845,2220,Urban,Good Schools
2021-07-25,Illinois,58900,125400,Abundant,4.24,Weak,0.84,Moderate,Aging Population,286283,1404,Urban,Good Schools
2016-07-15,Texas,149293,184146,Limited,3.58,Weak,0.69,High,Aging Population,301370,2601,Urban,Good Schools
2021-08-14,Alaska,195182,147256,Abundant,4.57,Strong,0.71,Low,Aging Population,628034,1296,Urban,Good Schools
2020-12-09,North Carolina,182107,166059,Abundant,4.26,Moderate,1.06,High,Aging Population,626572,2183,Suburban,Transport
2021-02-17,West Virginia,81529,129082,Limited,4.23,Moderate,1.5,Moderate,Aging Population,615814,1383,Suburban,Transport
2015-02-05,Virginia,174047,162921,Abundant,5.83,Weak,0.89,Low,Aging Population,247270,2998,Suburban,Transport
2011-10-03,Virginia,161569,152955,Abundant,4.49,Moderate,0.81,Moderate,Aging Population,761098,1734,Suburban,Transport
2020-09-07,Oregon,60843,195040,Abundant,4.45,Weak,1.65,Low,Millennial Buyers,507945,2926,Urban,Good Schools
2011-09-30,Washington,136272,198305,Abundant,4.72,Moderate,1.5,Low,Aging Population,412490,3302,Urban,Good Schools
2021-09-02,Maine,126012,192522,Limited,5.34,Moderate,1.62,Moderate,Millennial Buyers,536654,1174,Urban,Good Schools
2020-09-15,Vermont,154085,135359,Abundant,5.85,Strong,1.59,Low,Millennial Buyers,197085,3404,Urban,Good Schools
2018-03-06,Montana,96772,151654,Limited,3.85,Weak,0.87,Low,Aging Population,226929,2983,Urban,Good Schools
2015-09-28,Arkansas,52781,167126,Limited,3.54,Strong,1.84,Low,Aging Population,286505,2973,Suburban,Transport
2022-08-17,Pennsylvania,111011,155137,Abundant,3.48,Weak,1.54,Low,Millennial Buyers,249772,1663,Urban,Good Schools
2018-06-03,Michigan,82753,119928,Limited,5.69,Weak,1.03,Low,Millennial Buyers,704764,2966,Suburban,Transport
2020-01-23,Louisiana,80048,151563,Abundant,4.25,Weak,0.65,Moderate,Aging Population,298356,2501,Urban,Good Schools
2017-10-12,Texas,58471,102529,Limited,5.26,Moderate,1.68,Low,Aging Population,760446,1365,Suburban,Transport
2012-07-10,Illinois,58803,169042,Limited,3.55,Weak,1.13,High,Aging Population,295887,2909,Urban,Good Schools
2011-07-01,Massachusetts,85429,121444,Abundant,5.12,Weak,1.34,Moderate,Millennial Buyers,260919,3498,Urban,Good Schools
2020-01-15,Mississippi,66678,106900,Limited,4.28,Weak,1.18,Moderate,Millennial Buyers,791581,1797,Suburban,Transport
2015-03-16,Delaware,99604,143295,Abundant,5.98,Strong,0.74,Moderate,Aging Population,336387,1760,Suburban,Transport
2015-07-22,Texas,164591,190370,Abundant,3.44,Moderate,0.79,Moderate,Millennial Buyers,250184,1987,Urban,Good Schools
2016-04-20,Montana,90093,137959,Limited,3.81,Strong,0.93,High,Aging Population,170747,1128,Urban,Good Schools
2015-03-01,Idaho,183849,130798,Limited,3.39,Weak,0.6,Moderate,Aging Population,645024,3647,Suburban,Transport
2014-07-01,Maine,54811,162113,Abundant,4.29,Weak,1.2,Low,Millennial Buyers,700033,2644,Suburban,Transport
2019-08-11,Texas,192914,104096,Abundant,3.26,Weak,1.23,Moderate,Aging Population,554920,2528,Urban,Good Schools
2023-03-03,Oregon,86965,181602,Abundant,4.11,Strong,0.94,Low,Aging Population,375477,2667,Suburban,Transport
2015-09-29,Delaware,96670,119154,Limited,4.92,Moderate,0.64,Low,Millennial Buyers,523097,3393,Urban,Good Schools
2021-12-06,Ohio,153100,109115,Abundant,5.71,Strong,1.46,High,Aging Population,511048,2696,Urban,Good Schools
2020-05-16,Pennsylvania,176730,140049,Limited,4.13,Moderate,0.71,Moderate,Millennial Buyers,719997,3760,Urban,Good Schools
2022-04-22,Colorado,74113,117904,Limited,4.04,Weak,1.34,Low,Aging Population,228699,3952,Suburban,Transport
2023-08-08,Oklahoma,145275,157020,Abundant,4.14,Strong,0.97,High,Aging Population,734198,3944,Urban,Good Schools
2012-04-16,South Dakota,150870,149963,Limited,5.0,Strong,0.94,Moderate,Aging Population,481212,3984,Suburban,Transport
2011-08-25,Tennessee,132428,148387,Abundant,3.54,Moderate,0.68,Low,Millennial Buyers,700383,3042,Urban,Good Schools
2015-12-25,Oklahoma,109513,101065,Limited,3.96,Moderate,1.3,High,Aging Population,153763,3831,Suburban,Transport
2020-08-01,Mississippi,139992,104528,Limited,4.57,Weak,0.65,Moderate,Millennial Buyers,597280,1794,Urban,Good Schools
2016-10-17,New Hampshire,124471,148956,Limited,4.88,Strong,1.19,Low,Aging Population,432709,1979,Urban,Good Schools
2021-10-17,Louisiana,111821,110484,Limited,3.62,Moderate,0.6,High,Aging Population,776843,2022,Suburban,Transport
2014-05-02,Colorado,57898,141272,Limited,4.54,Weak,0.7,High,Aging Population,638231,1184,Urban,Good Schools
2021-09-06,Florida,148065,128276,Abundant,5.75,Strong,1.55,Low,Millennial Buyers,234266,3621,Urban,Good Schools
2016-12-08,Indiana,68647,103465,Limited,4.23,Strong,0.9,Low,Aging Population,527790,2171,Urban,Good Schools
2017-06-18,Indiana,106636,126837,Limited,4.59,Weak,1.79,High,Aging Population,575158,1017,Urban,Good Schools
2012-12-06,Indiana,90494,153204,Limited,3.73,Strong,1.61,High,Aging Population,585433,2561,Urban,Good Schools
2014-11-11,North Carolina,71699,108513,Limited,5.5,Strong,1.67,High,Millennial Buyers,773503,2570,Suburban,Transport
2023-03-02,Iowa,150777,114024,Limited,5.01,Strong,1.32,Low,Aging Population,395655,1276,Suburban,Transport
2013-07-07,Wyoming,75880,119435,Limited,4.29,Weak,0.86,Moderate,Aging Population,548426,3622,Suburban,Transport
2018-05-09,Iowa,168347,154886,Abundant,5.47,Moderate,1.35,High,Millennial Buyers,335848,2054,Suburban,Transport
2023-01-06,Virginia,75824,143852,Abundant,3.88,Strong,0.56,High,Aging Population,541209,1996,Suburban,Transport
2015-01-11,North Carolina,92237,116089,Limited,4.77,Moderate,1.06,Low,Aging Population,193581,3107,Urban,Good Schools
2021-08-13,Delaware,155571,143238,Limited,5.84,Strong,1.51,High,Millennial Buyers,257264,2649,Suburban,Transport
2012-10-16,Kentucky,172855,187353,Limited,4.48,Weak,1.11,Low,Aging Population,301354,1341,Urban,Good Schools
2021-04-26,Nebraska,152730,192662,Abundant,3.13,Moderate,1.52,Low,Millennial Buyers,560020,1798,Suburban,Transport
2013-08-19,Oklahoma,71561,156930,Limited,4.89,Weak,1.51,Low,Millennial Buyers,512527,1539,Urban,Good Schools
2011-04-21,Wisconsin,94494,158012,Abundant,4.75,Moderate,1.51,Low,Aging Population,555541,1971,Suburban,Transport
2021-09-11,South Dakota,70865,135364,Limited,3.01,Strong,0.69,High,Aging Population,704037,1518,Urban,Good Schools
2014-07-10,Alaska,176699,124545,Limited,4.39,Moderate,0.73,Moderate,Millennial Buyers,313415,2933,Suburban,Transport
2020-12-12,Nebraska,191332,116033,Limited,3.78,Weak,0.97,High,Millennial Buyers,747017,2066,Suburban,Transport
2022-03-26,Delaware,166885,180195,Limited,5.83,Moderate,1.55,High,Millennial Buyers,649879,2971,Suburban,Transport
2017-02-23,Massachusetts,186701,107958,Abundant,4.69,Strong,1.03,Low,Aging Population,795234,3578,Suburban,Transport
2016-10-12,West Virginia,149667,161575,Abundant,4.04,Strong,1.92,Moderate,Millennial Buyers,711631,1012,Suburban,Transport
2017-01-27,Hawaii,53820,171894,Abundant,5.54,Strong,1.28,High,Millennial Buyers,194852,3213,Suburban,Transport
2013-10-05,Mississippi,94708,189269,Abundant,5.41,Moderate,0.77,Moderate,Aging Population,316116,1114,Urban,Good Schools
2012-01-10,Connecticut,54521,164190,Abundant,3.44,Moderate,1.53,High,Millennial Buyers,730235,3992,Suburban,Transport
2019-11-28,South Carolina,198576,194514,Limited,3.73,Weak,1.03,High,Aging Population,480060,1593,Urban,Good Schools
2016-09-06,Florida,87072,170281,Limited,4.43,Weak,1.28,Low,Aging Population,174586,3729,Suburban,Transport
2012-05-17,Maine,150482,196936,Abundant,3.14,Moderate,1.44,Moderate,Millennial Buyers,237484,2311,Urban,Good Schools
2013-02-14,Minnesota,145734,131824,Limited,4.1,Moderate,1.39,Low,Aging Population,569871,3193,Urban,Good Schools
2012-09-24,Oregon,177044,162565,Abundant,5.13,Moderate,1.0,Moderate,Aging Population,342656,3906,Suburban,Transport
2013-08-30,Rhode Island,157385,190622,Limited,5.44,Strong,1.68,Low,Millennial Buyers,657575,1501,Urban,Good Schools
2011-06-26,New York,124118,155265,Abundant,4.99,Strong,1.08,High,Aging Population,655946,3949,Suburban,Transport
2013-01-04,California,192570,147709,Abundant,5.3,Moderate,1.12,Low,Millennial Buyers,1539402,2240,Suburban,Transport
2013-02-06,Georgia,108861,137057,Limited,3.89,Weak,1.06,High,Millennial Buyers,184805,3326,Suburban,Transport
2021-02-16,Tennessee,145317,175295,Abundant,5.87,Weak,1.79,Low,Millennial Buyers,691984,1650,Suburban,Transport
2017-06-08,Alabama,149598,133255,Abundant,3.26,Weak,1.39,Moderate,Aging Population,446110,2293,Urban,Good Schools
2016-03-08,Washington,156109,135121,Limited,4.64,Moderate,1.7,Low,Millennial Buyers,371532,2899,Suburban,Transport
2023-01-03,Vermont,196185,104368,Abundant,4.98,Moderate,1.53,Low,Millennial Buyers,313437,3168,Suburban,Transport
2010-03-01,California,198675,174123,Abundant,5.21,Strong,1.48,Low,Aging Population,1415689,1674,Suburban,Transport
2017-11-23,Oklahoma,69761,107908,Abundant,5.85,Strong,1.95,High,Aging Population,633434,2616,Urban,Good Schools
2015-04-23,Massachusetts,104748,177373,Abundant,3.3,Weak,1.79,Moderate,Millennial Buyers,279480,3056,Urban,Good Schools
2017-01-20,Wisconsin,58652,166521,Limited,5.45,Weak,0.98,Moderate,Millennial Buyers,199221,1361,Suburban,Transport
2023-07-08,Michigan,73816,147287,Abundant,4.85,Moderate,0.93,High,Aging Population,337294,3275,Urban,Good Schools
2012-12-14,Kentucky,80693,198717,Abundant,3.75,Moderate,1.82,High,Aging Population,586535,1412,Urban,Good Schools
2018-11-24,Virginia,72092,120784,Abundant,5.05,Moderate,1.11,Moderate,Aging Population,505731,2470,Urban,Good Schools
2018-07-25,New York,104008,142480,Abundant,3.37,Weak,1.85,High,Aging Population,602785,2051,Urban,Good Schools
2016-10-24,Kentucky,114703,137556,Abundant,4.72,Strong,0.98,Moderate,Millennial Buyers,163963,1632,Urban,Good Schools
2012-07-29,Florida,180445,198145,Abundant,4.95,Weak,1.63,High,Aging Population,435349,1156,Suburban,Transport
2012-12-16,Maryland,123878,130974,Limited,4.69,Moderate,0.62,Low,Aging Population,693868,3032,Urban,Good Schools
2010-07-07,Oregon,81233,137514,Limited,5.76,Strong,1.21,Moderate,Millennial Buyers,521499,2435,Suburban,Transport
2017-03-19,Hawaii,53478,160007,Limited,4.06,Strong,1.55,Moderate,Aging Population,310778,1773,Urban,Good Schools
2015-09-17,Tennessee,169705,166507,Abundant,4.44,Moderate,1.65,Moderate,Millennial Buyers,784781,3133,Suburban,Transport
2016-02-28,New Hampshire,120946,119322,Abundant,5.84,Strong,1.18,High,Aging Population,391794,1354,Suburban,Transport
2023-05-23,Colorado,81162,102097,Abundant,5.53,Weak,1.41,Moderate,Aging Population,250080,1668,Suburban,Transport
2015-07-17,New York,93924,155486,Abundant,5.72,Strong,1.86,Low,Aging Population,1238693,1082,Urban,Good Schools
2019-09-10,Illinois,76409,168352,Limited,4.38,Moderate,1.14,Low,Aging Population,431151,3709,Suburban,Transport
2021-01-31,New Mexico,111649,152297,Limited,4.41,Strong,1.39,Low,Millennial Buyers,229403,1208,Suburban,Transport
2019-11-16,Pennsylvania,104789,179274,Limited,5.1,Weak,1.08,Moderate,Aging Population,189836,3019,Suburban,Transport
2010-08-15,Mississippi,142615,173201,Limited,4.77,Weak,1.73,Low,Aging Population,158813,2698,Suburban,Transport
2023-04-10,Wisconsin,59363,199928,Abundant,4.66,Weak,0.74,Low,Aging Population,560091,2181,Urban,Good Schools
2015-04-14,Utah,198650,182156,Limited,5.05,Weak,0.71,Low,Aging Population,252485,3362,Suburban,Transport
2018-05-14,New Mexico,144576,169219,Abundant,4.38,Strong,0.93,Moderate,Aging Population,789340,3533,Urban,Good Schools
2022-04-17,Washington,137301,163524,Abundant,5.09,Weak,1.81,Moderate,Aging Population,596244,1373,Urban,Good Schools
2013-11-05,West Virginia,142499,186361,Limited,4.16,Weak,1.17,Moderate,Millennial Buyers,533664,3731,Urban,Good Schools
2015-12-20,Virginia,99051,108179,Limited,3.9,Moderate,1.28,Low,Millennial Buyers,355703,3156,Urban,Good Schools
2011-11-29,Wisconsin,198426,153720,Limited,5.31,Strong,1.11,Low,Millennial Buyers,380560,1744,Suburban,Transport
2013-01-29,Missouri,146872,145375,Limited,3.5,Strong,1.88,Moderate,Aging Population,630399,2933,Urban,Good Schools
2019-03-16,Hawaii,146310,176018,Limited,5.4,Moderate,1.81,Low,Aging Population,194063,1696,Urban,Good Schools
2021-04-28,Missouri,98977,195501,Abundant,4.91,Strong,0.96,Moderate,Millennial Buyers,254728,3337,Urban,Good Schools
2014-11-14,Minnesota,104778,112233,Abundant,4.41,Weak,1.08,Moderate,Millennial Buyers,682241,3134,Urban,Good Schools
2017-10-29,Texas,130099,108188,Abundant,3.73,Moderate,0.99,Low,Aging Population,671629,2103,Suburban,Transport
2012-11-03,California,95914,103796,Abundant,5.28,Weak,1.87,Moderate,Aging Population,1132083,3394,Suburban,Transport
2022-03-15,Iowa,82831,146509,Limited,4.56,Strong,0.65,High,Aging Population,689837,2950,Suburban,Transport
2016-03-06,Hawaii,112061,145832,Abundant,4.96,Strong,0.59,Moderate,Millennial Buyers,632627,3862,Urban,Good Schools
2010-11-10,Oklahoma,176936,162530,Abundant,4.96,Weak,1.98,Moderate,Aging Population,341292,2879,Urban,Good Schools
2016-03-31,Alabama,81465,183011,Limited,5.93,Moderate,1.81,High,Millennial Buyers,613552,2323,Suburban,Transport
2013-11-17,Wyoming,180427,125769,Abundant,5.08,Weak,1.9,Moderate,Aging Population,786519,2473,Suburban,Transport
2012-11-02,Maine,92670,118898,Abundant,3.7,Weak,1.22,Moderate,Aging Population,624226,2674,Urban,Good Schools
2015-11-30,Idaho,63217,199448,Abundant,4.34,Moderate,0.77,High,Aging Population,553789,2862,Urban,Good Schools
2021-05-26,Minnesota,82882,106403,Abundant,3.71,Weak,0.68,Low,Millennial Buyers,275931,2254,Suburban,Transport
2014-10-21,Alaska,196259,104580,Abundant,4.13,Strong,1.18,Moderate,Millennial Buyers,653798,3401,Urban,Good Schools
2018-07-10,Vermont,92118,118356,Limited,5.39,Moderate,0.59,High,Aging Population,194679,1221,Urban,Good Schools
2017-09-14,Nevada,182822,182301,Limited,4.14,Strong,1.96,Moderate,Millennial Buyers,420184,3096,Urban,Good Schools
2017-05-22,Kansas,112144,120433,Abundant,3.7,Weak,0.64,Moderate,Millennial Buyers,777272,1682,Suburban,Transport
2018-10-13,Alabama,100578,195405,Abundant,5.16,Weak,1.36,Low,Millennial Buyers,662179,3181,Suburban,Transport
2021-11-29,Michigan,137674,113662,Abundant,4.81,Strong,0.7,High,Aging Population,737522,2619,Urban,Good Schools
2019-05-25,Massachusetts,84868,171385,Abundant,5.37,Weak,1.58,Low,Millennial Buyers,463934,3805,Suburban,Transport
2014-02-15,Oklahoma,128001,162956,Limited,5.4,Weak,0.73,High,Millennial Buyers,689454,1126,Urban,Good Schools
2015-04-08,Mississippi,93173,108776,Limited,4.8,Strong,1.72,Low,Aging Population,737018,1669,Suburban,Transport
2011-03-25,Arizona,69020,103195,Limited,5.98,Moderate,0.95,Low,Millennial Buyers,778748,2880,Suburban,Transport
2021-04-21,Maine,84271,154297,Limited,3.15,Strong,0.88,Low,Aging Population,249752,1681,Suburban,Transport
